,countyFIPS,County Name,State
1775,0,Statewide Unallocated,NV
1776,32001,Churchill County ,NV
1777,32003,Clark County ,NV
1778,32005,Douglas County ,NV
1779,32007,Elko County ,NV
1780,32009,Esmeralda County ,NV
1781,32011,Eureka County ,NV
1782,32013,Humboldt County ,NV
1783,32015,Lander County ,NV
1784,32017,Lincoln County ,NV
1785,32019,Lyon County ,NV
1786,32021,Mineral County ,NV
1787,32023,Nye County ,NV
1788,32027,Pershing County ,NV
1789,32029,Storey County ,NV
1790,32031,Washoe County ,NV
1791,32033,White Pine County ,NV
1792,32510,Consolidated Municipality of Carson City,NV
1793,0,Statewide Unallocated,NH
1794,33001,Belknap County ,NH
1795,33003,Carroll County ,NH
1796,33005,Cheshire County ,NH
1797,33007,Coos County ,NH
1798,33009,Grafton County ,NH
1799,33011,Hillsborough County ,NH
1800,33013,Merrimack County ,NH
1801,33015,Rockingham County ,NH
1802,33017,Strafford County ,NH
1803,33019,Sullivan County ,NH
1804,0,Statewide Unallocated,NJ
1805,34001,Atlantic County ,NJ
1806,34003,Bergen County ,NJ
1807,34005,Burlington County ,NJ
1808,34007,Camden County ,NJ
1809,34009,Cape May County ,NJ
1810,34011,Cumberland County ,NJ
1811,34013,Essex County ,NJ
1812,34015,Gloucester County ,NJ
1813,34017,Hudson County ,NJ
1814,34019,Hunterdon County ,NJ
1815,34021,Mercer County ,NJ
1816,34023,Middlesex County ,NJ
1817,34025,Monmouth County ,NJ
1818,34027,Morris County ,NJ
1819,34029,Ocean County ,NJ
1820,34031,Passaic County ,NJ
1821,34033,Salem County ,NJ
1822,34035,Somerset County ,NJ
1823,34037,Sussex County ,NJ
1824,34039,Union County ,NJ
1825,34041,Warren County ,NJ
1826,0,Statewide Unallocated,NM
1827,35001,Bernalillo County ,NM
1828,35003,Catron County ,NM
1829,35005,Chaves County ,NM
1830,35006,Cibola County ,NM
1831,35007,Colfax County ,NM
1832,35009,Curry County ,NM
1833,35011,De Baca County ,NM
1834,35013,Dona Ana County ,NM
1835,35015,Eddy County ,NM
1836,35017,Grant County ,NM
1837,35019,Guadalupe County ,NM
1838,35021,Harding County ,NM
1839,35023,Hidalgo County ,NM
1840,35025,Lea County ,NM
1841,35027,Lincoln County ,NM
1842,35028,Los Alamos County ,NM
1843,35029,Luna County ,NM
1844,35031,McKinley County ,NM
1845,35033,Mora County ,NM
1846,35035,Otero County ,NM
1847,35037,Quay County ,NM
1848,35039,Rio Arriba County ,NM
1849,35041,Roosevelt County ,NM
1850,35043,Sandoval County ,NM
1851,35045,San Juan County ,NM
1852,35047,San Miguel County ,NM
1853,35049,Santa Fe County ,NM
1854,35051,Sierra County ,NM
1855,35053,Socorro County ,NM
1856,35055,Taos County ,NM
1857,35057,Torrance County ,NM
1858,35059,Union County ,NM
1859,35061,Valencia County ,NM
1860,0,Statewide Unallocated,NY
1861,36001,Albany County ,NY
1862,36003,Allegany County ,NY
1863,36005,Bronx County ,NY
1864,36007,Broome County ,NY
1865,36009,Cattaraugus County ,NY
1866,36011,Cayuga County ,NY
1867,36013,Chautauqua County ,NY
1868,36015,Chemung County ,NY
1869,36017,Chenango County ,NY
1870,36019,Clinton County ,NY
1871,36021,Columbia County ,NY
1872,36023,Cortland County ,NY
1873,36025,Delaware County ,NY
1874,36027,Dutchess County ,NY
1875,36029,Erie County ,NY
1876,36031,Essex County ,NY
1877,36033,Franklin County ,NY
1878,36035,Fulton County ,NY
1879,36037,Genesee County ,NY
1880,36039,Greene County ,NY
1881,36041,Hamilton County ,NY
1882,36043,Herkimer County ,NY
1883,36045,Jefferson County ,NY
1884,36047,Kings County ,NY
1885,36049,Lewis County ,NY
1886,36051,Livingston County ,NY
1887,36053,Madison County ,NY
1888,36055,Monroe County ,NY
1889,36057,Montgomery County ,NY
1890,36059,Nassau County ,NY
1891,36061,New York County ,NY
1892,36063,Niagara County ,NY
1893,36065,Oneida County ,NY
1894,36067,Onondaga County ,NY
1895,36069,Ontario County ,NY
1896,36071,Orange County ,NY
1897,36073,Orleans County ,NY
1898,36075,Oswego County ,NY
1899,36077,Otsego County ,NY
1900,36079,Putnam County ,NY
1901,36081,Queens County ,NY
1902,36083,Rensselaer County ,NY
1903,36085,Richmond County ,NY
1904,36087,Rockland County ,NY
1905,36089,St. Lawrence County ,NY
1906,36091,Saratoga County ,NY
1907,36093,Schenectady County ,NY
1908,36095,Schoharie County ,NY
1909,36097,Schuyler County ,NY
1910,36099,Seneca County ,NY
1911,36101,Steuben County ,NY
1912,36103,Suffolk County ,NY
1913,36105,Sullivan County ,NY
1914,36107,Tioga County ,NY
1915,36109,Tompkins County ,NY
1916,36111,Ulster County ,NY
1917,36113,Warren County ,NY
1918,36115,Washington County ,NY
1919,36117,Wayne County ,NY
1920,36119,Westchester County ,NY
1921,36121,Wyoming County ,NY
1922,36123,Yates County ,NY
1923,0,Statewide Unallocated,NC
1924,37001,Alamance County ,NC
1925,37003,Alexander County ,NC
1926,37005,Alleghany County ,NC
1927,37007,Anson County ,NC
1928,37009,Ashe County ,NC
1929,37011,Avery County ,NC
1930,37013,Beaufort County ,NC
1931,37015,Bertie County ,NC
1932,37017,Bladen County ,NC
1933,37019,Brunswick County ,NC
1934,37021,Buncombe County ,NC
1935,37023,Burke County ,NC
1936,37025,Cabarrus County ,NC
1937,37027,Caldwell County ,NC
1938,37029,Camden County ,NC
1939,37031,Carteret County ,NC
1940,37033,Caswell County ,NC
1941,37035,Catawba County ,NC
1942,37037,Chatham County ,NC
1943,37039,Cherokee County ,NC
1944,37041,Chowan County ,NC
1945,37043,Clay County ,NC
1946,37045,Cleveland County ,NC
1947,37047,Columbus County ,NC
1948,37049,Craven County ,NC
1949,37051,Cumberland County ,NC
1950,37053,Currituck County ,NC
1951,37055,Dare County ,NC
1952,37057,Davidson County ,NC
1953,37059,Davie County ,NC
1954,37061,Duplin County ,NC
1955,37063,Durham County ,NC
1956,37065,Edgecombe County ,NC
1957,37067,Forsyth County ,NC
1958,37069,Franklin County ,NC
1959,37071,Gaston County ,NC
1960,37073,Gates County ,NC
1961,37075,Graham County ,NC
1962,37077,Granville County ,NC
1963,37079,Greene County ,NC
1964,37081,Guilford County ,NC
1965,37083,Halifax County ,NC
1966,37085,Harnett County ,NC
1967,37087,Haywood County ,NC
1968,37089,Henderson County ,NC
1969,37091,Hertford County ,NC
1970,37093,Hoke County ,NC
1971,37095,Hyde County ,NC
1972,37097,Iredell County ,NC
1973,37099,Jackson County ,NC
1974,37101,Johnston County ,NC
1975,37103,Jones County ,NC
1976,37105,Lee County ,NC
1977,37107,Lenoir County ,NC
1978,37109,Lincoln County ,NC
1979,37111,McDowell County ,NC
1980,37113,Macon County ,NC
1981,37115,Madison County ,NC
1982,37117,Martin County ,NC
1983,37119,Mecklenburg County ,NC
1984,37121,Mitchell County ,NC
1985,37123,Montgomery County ,NC
1986,37125,Moore County ,NC
1987,37127,Nash County ,NC
1988,37129,New Hanover County ,NC
1989,37131,Northampton County ,NC
1990,37133,Onslow County ,NC
1991,37135,Orange County ,NC
1992,37137,Pamlico County ,NC
1993,37139,Pasquotank County ,NC
1994,37141,Pender County ,NC
1995,37143,Perquimans County ,NC
1996,37145,Person County ,NC
1997,37147,Pitt County ,NC
1998,37149,Polk County ,NC
1999,37151,Randolph County ,NC
2000,37153,Richmond County ,NC
2001,37155,Robeson County ,NC
2002,37157,Rockingham County ,NC
2003,37159,Rowan County ,NC
2004,37161,Rutherford County ,NC
2005,37163,Sampson County ,NC
2006,37165,Scotland County ,NC
2007,37167,Stanly County ,NC
2008,37169,Stokes County ,NC
2009,37171,Surry County ,NC
2010,37173,Swain County ,NC
2011,37175,Transylvania County ,NC
2012,37177,Tyrrell County ,NC
2013,37179,Union County ,NC
2014,37181,Vance County ,NC
2015,37183,Wake County ,NC
2016,37185,Warren County ,NC
2017,37187,Washington County ,NC
2018,37189,Watauga County ,NC
2019,37191,Wayne County ,NC
2020,37193,Wilkes County ,NC
2021,37195,Wilson County ,NC
2022,37197,Yadkin County ,NC
2023,37199,Yancey County ,NC
2024,0,Statewide Unallocated,ND
2025,38001,Adams County ,ND
2026,38003,Barnes County ,ND
2027,38005,Benson County ,ND
2028,38007,Billings County ,ND
2029,38009,Bottineau County ,ND
2030,38011,Bowman County ,ND
2031,38013,Burke County ,ND
2032,38015,Burleigh County ,ND
2033,38017,Cass County ,ND
2034,38019,Cavalier County ,ND
2035,38021,Dickey County ,ND
2036,38023,Divide County ,ND
2037,38025,Dunn County ,ND
2038,38027,Eddy County ,ND
2039,38029,Emmons County ,ND
2040,38031,Foster County ,ND
2041,38033,Golden Valley County ,ND
2042,38035,Grand Forks County ,ND
2043,38037,Grant County ,ND
2044,38039,Griggs County ,ND
2045,38041,Hettinger County ,ND
2046,38043,Kidder County ,ND
2047,38045,LaMoure County ,ND
2048,38047,Logan County ,ND
2049,38049,McHenry County ,ND
2050,38051,McIntosh County ,ND
2051,38053,McKenzie County ,ND
2052,38055,McLean County ,ND
2053,38057,Mercer County ,ND
2054,38059,Morton County ,ND
2055,38061,Mountrail County ,ND
2056,38063,Nelson County ,ND
2057,38065,Oliver County ,ND
2058,38067,Pembina County ,ND
2059,38069,Pierce County ,ND
2060,38071,Ramsey County ,ND
2061,38073,Ransom County ,ND
2062,38075,Renville County ,ND
2063,38077,Richland County ,ND
2064,38079,Rolette County ,ND
2065,38081,Sargent County ,ND
2066,38083,Sheridan County ,ND
2067,38085,Sioux County ,ND
2068,38087,Slope County ,ND
2069,38089,Stark County ,ND
2070,38091,Steele County ,ND
2071,38093,Stutsman County ,ND
2072,38095,Towner County ,ND
2073,38097,Traill County ,ND
2074,38099,Walsh County ,ND
2075,38101,Ward County ,ND
2076,38103,Wells County ,ND
2077,38105,Williams County ,ND
2078,0,Statewide Unallocated,OH
2079,39001,Adams County ,OH
2080,39003,Allen County ,OH
2081,39005,Ashland County ,OH
2082,39007,Ashtabula County ,OH
2083,39009,Athens County ,OH
2084,39011,Auglaize County ,OH
2085,39013,Belmont County ,OH
2086,39015,Brown County ,OH
2087,39017,Butler County ,OH
2088,39019,Carroll County ,OH
2089,39021,Champaign County ,OH
2090,39023,Clark County ,OH
2091,39025,Clermont County ,OH
2092,39027,Clinton County ,OH
2093,39029,Columbiana County ,OH
2094,39031,Coshocton County ,OH
2095,39033,Crawford County ,OH
2096,39035,Cuyahoga County ,OH
2097,39037,Darke County ,OH
2098,39039,Defiance County ,OH
2099,39041,Delaware County ,OH
2100,39043,Erie County ,OH
2101,39045,Fairfield County ,OH
2102,39047,Fayette County ,OH
2103,39049,Franklin County ,OH
2104,39051,Fulton County ,OH
2105,39053,Gallia County ,OH
2106,39055,Geauga County ,OH
2107,39057,Greene County ,OH
2108,39059,Guernsey County ,OH
2109,39061,Hamilton County ,OH
2110,39063,Hancock County ,OH
2111,39065,Hardin County ,OH
2112,39067,Harrison County ,OH
2113,39069,Henry County ,OH
2114,39071,Highland County ,OH
2115,39073,Hocking County ,OH
2116,39075,Holmes County ,OH
2117,39077,Huron County ,OH
2118,39079,Jackson County ,OH
2119,39081,Jefferson County ,OH
2120,39083,Knox County ,OH
2121,39085,Lake County ,OH
2122,39087,Lawrence County ,OH
2123,39089,Licking County ,OH
2124,39091,Logan County ,OH
2125,39093,Lorain County ,OH
2126,39095,Lucas County ,OH
2127,39097,Madison County ,OH
2128,39099,Mahoning County ,OH
2129,39101,Marion County ,OH
2130,39103,Medina County ,OH
2131,39105,Meigs County ,OH
2132,39107,Mercer County ,OH
2133,39109,Miami County ,OH
2134,39111,Monroe County ,OH
2135,39113,Montgomery County ,OH
2136,39115,Morgan County ,OH
2137,39117,Morrow County ,OH
2138,39119,Muskingum County ,OH
2139,39121,Noble County ,OH
2140,39123,Ottawa County ,OH
2141,39125,Paulding County ,OH
2142,39127,Perry County ,OH
2143,39129,Pickaway County ,OH
2144,39131,Pike County ,OH
2145,39133,Portage County ,OH
2146,39135,Preble County ,OH
2147,39137,Putnam County ,OH
2148,39139,Richland County ,OH
2149,39141,Ross County ,OH
2150,39143,Sandusky County ,OH
2151,39145,Scioto County ,OH
2152,39147,Seneca County ,OH
2153,39149,Shelby County ,OH
2154,39151,Stark County ,OH
2155,39153,Summit County ,OH
2156,39155,Trumbull County ,OH
2157,39157,Tuscarawas County ,OH
2158,39159,Union County ,OH
2159,39161,Van Wert County ,OH
2160,39163,Vinton County ,OH
2161,39165,Warren County ,OH
2162,39167,Washington County ,OH
2163,39169,Wayne County ,OH
2164,39171,Williams County ,OH
2165,39173,Wood County ,OH
2166,39175,Wyandot County ,OH
2167,0,Statewide Unallocated,OK
2168,40001,Adair County ,OK
2169,40003,Alfalfa County ,OK
2170,40005,Atoka County ,OK
2171,40007,Beaver County ,OK
2172,40009,Beckham County ,OK
2173,40011,Blaine County ,OK
2174,40013,Bryan County ,OK
2175,40015,Caddo County ,OK
2176,40017,Canadian County ,OK
2177,40019,Carter County ,OK
2178,40021,Cherokee County ,OK
2179,40023,Choctaw County ,OK
2180,40025,Cimarron County ,OK
2181,40027,Cleveland County ,OK
2182,40029,Coal County ,OK
2183,40031,Comanche County ,OK
2184,40033,Cotton County ,OK
2185,40035,Craig County ,OK
2186,40037,Creek County ,OK
2187,40039,Custer County ,OK
2188,40041,Delaware County ,OK
2189,40043,Dewey County ,OK
2190,40045,Ellis County ,OK
2191,40047,Garfield County ,OK
2192,40049,Garvin County ,OK
2193,40051,Grady County ,OK
2194,40053,Grant County ,OK
2195,40055,Greer County ,OK
2196,40057,Harmon County ,OK
2197,40059,Harper County ,OK
2198,40061,Haskell County ,OK
2199,40063,Hughes County ,OK
2200,40065,Jackson County ,OK
2201,40067,Jefferson County ,OK
2202,40069,Johnston County ,OK
2203,40071,Kay County ,OK
2204,40073,Kingfisher County ,OK
2205,40075,Kiowa County ,OK
2206,40077,Latimer County ,OK
2207,40079,Le Flore County ,OK
2208,40081,Lincoln County ,OK
2209,40083,Logan County ,OK
2210,40085,Love County ,OK
2211,40087,McClain County ,OK
2212,40089,McCurtain County ,OK
2213,40091,McIntosh County ,OK
2214,40093,Major County ,OK
2215,40095,Marshall County ,OK
2216,40097,Mayes County ,OK
2217,40099,Murray County ,OK
2218,40101,Muskogee County ,OK
2219,40103,Noble County ,OK
2220,40105,Nowata County ,OK
2221,40107,Okfuskee County ,OK
2222,40109,Oklahoma County ,OK
2223,40111,Okmulgee County ,OK
2224,40113,Osage County ,OK
2225,40115,Ottawa County ,OK
2226,40117,Pawnee County ,OK
2227,40119,Payne County ,OK
2228,40121,Pittsburg County ,OK
2229,40123,Pontotoc County ,OK
2230,40125,Pottawatomie County ,OK
2231,40127,Pushmataha County ,OK
2232,40129,Roger Mills County ,OK
2233,40131,Rogers County ,OK
2234,40133,Seminole County ,OK
2235,40135,Sequoyah County ,OK
2236,40137,Stephens County ,OK
2237,40139,Texas County ,OK
2238,40141,Tillman County ,OK
2239,40143,Tulsa County ,OK
2240,40145,Wagoner County ,OK
2241,40147,Washington County ,OK
2242,40149,Washita County ,OK
2243,40151,Woods County ,OK
2244,40153,Woodward County ,OK
2245,0,Statewide Unallocated,OR
2246,41001,Baker County ,OR
2247,41003,Benton County ,OR
2248,41005,Clackamas County ,OR
2249,41007,Clatsop County ,OR
2250,41009,Columbia County ,OR
2251,41011,Coos County ,OR
2252,41013,Crook County ,OR
2253,41015,Curry County ,OR
2254,41017,Deschutes County ,OR
2255,41019,Douglas County ,OR
2256,41021,Gilliam County ,OR
2257,41023,Grant County ,OR
2258,41025,Harney County ,OR
2259,41027,Hood River County ,OR
2260,41029,Jackson County ,OR
2261,41031,Jefferson County ,OR
2262,41033,Josephine County ,OR
2263,41035,Klamath County ,OR
2264,41037,Lake County ,OR
2265,41039,Lane County ,OR
2266,41041,Lincoln County ,OR
2267,41043,Linn County ,OR
2268,41045,Malheur County ,OR
2269,41047,Marion County ,OR
2270,41049,Morrow County ,OR
2271,41051,Multnomah County ,OR
2272,41053,Polk County ,OR
2273,41055,Sherman County ,OR
2274,41057,Tillamook County ,OR
2275,41059,Umatilla County ,OR
2276,41061,Union County ,OR
2277,41063,Wallowa County ,OR
2278,41065,Wasco County ,OR
2279,41067,Washington County ,OR
2280,41069,Wheeler County ,OR
2281,41071,Yamhill County ,OR
2282,0,Statewide Unallocated,PA
2283,42001,Adams County ,PA
2284,42003,Allegheny County ,PA
2285,42005,Armstrong County ,PA
2286,42007,Beaver County ,PA
2287,42009,Bedford County ,PA
2288,42011,Berks County ,PA
2289,42013,Blair County ,PA
2290,42015,Bradford County ,PA
2291,42017,Bucks County ,PA
2292,42019,Butler County ,PA
2293,42021,Cambria County ,PA
2294,42023,Cameron County ,PA
2295,42025,Carbon County ,PA
2296,42027,Centre County ,PA
2297,42029,Chester County ,PA
2298,42031,Clarion County ,PA
2299,42033,Clearfield County ,PA
2300,42035,Clinton County ,PA
2301,42037,Columbia County ,PA
2302,42039,Crawford County ,PA
2303,42041,Cumberland County ,PA
2304,42043,Dauphin County ,PA
2305,42045,Delaware County ,PA
2306,42047,Elk County ,PA
2307,42049,Erie County ,PA
2308,42051,Fayette County ,PA
2309,42053,Forest County ,PA
2310,42055,Franklin County ,PA
2311,42057,Fulton County ,PA
2312,42059,Greene County ,PA
2313,42061,Huntingdon County ,PA
2314,42063,Indiana County ,PA
2315,42065,Jefferson County ,PA
2316,42067,Juniata County ,PA
2317,42069,Lackawanna County ,PA
2318,42071,Lancaster County ,PA
2319,42073,Lawrence County ,PA
2320,42075,Lebanon County ,PA
2321,42077,Lehigh County ,PA
2322,42079,Luzerne County ,PA
2323,42081,Lycoming County ,PA
2324,42083,McKean County ,PA
2325,42085,Mercer County ,PA
2326,42087,Mifflin County ,PA
2327,42089,Monroe County ,PA
2328,42091,Montgomery County ,PA
2329,42093,Montour County ,PA
2330,42095,Northampton County ,PA
2331,42097,Northumberland County ,PA
2332,42099,Perry County ,PA
2333,42101,Philadelphia County ,PA
2334,42103,Pike County ,PA
2335,42105,Potter County ,PA
2336,42107,Schuylkill County ,PA
2337,42109,Snyder County ,PA
2338,42111,Somerset County ,PA
2339,42113,Sullivan County ,PA
2340,42115,Susquehanna County ,PA
2341,42117,Tioga County ,PA
2342,42119,Union County ,PA
2343,42121,Venango County ,PA
2344,42123,Warren County ,PA
2345,42125,Washington County ,PA
2346,42127,Wayne County ,PA
2347,42129,Westmoreland County ,PA
2348,42131,Wyoming County ,PA
2349,42133,York County ,PA
2350,0,Statewide Unallocated,RI
2351,44001,Bristol County ,RI
2352,44003,Kent County ,RI
2353,44005,Newport County ,RI
2354,44007,Providence County ,RI
2355,44009,Washington County ,RI
2356,0,Statewide Unallocated,SC
2357,45001,Abbeville County ,SC
2358,45003,Aiken County ,SC
2359,45005,Allendale County ,SC
2360,45007,Anderson County ,SC
2361,45009,Bamberg County ,SC
2362,45011,Barnwell County ,SC
2363,45013,Beaufort County ,SC
2364,45015,Berkeley County ,SC
2365,45017,Calhoun County ,SC
2366,45019,Charleston County ,SC
2367,45021,Cherokee County ,SC
2368,45023,Chester County ,SC
2369,45025,Chesterfield County ,SC
2370,45027,Clarendon County ,SC
2371,45029,Colleton County ,SC
2372,45031,Darlington County ,SC
2373,45033,Dillon County ,SC
2374,45035,Dorchester County ,SC
2375,45037,Edgefield County ,SC
2376,45039,Fairfield County ,SC
2377,45041,Florence County ,SC
2378,45043,Georgetown County ,SC
2379,45045,Greenville County ,SC
2380,45047,Greenwood County ,SC
2381,45049,Hampton County ,SC
2382,45051,Horry County ,SC
2383,45053,Jasper County ,SC
2384,45055,Kershaw County ,SC
2385,45057,Lancaster County ,SC
2386,45059,Laurens County ,SC
2387,45061,Lee County ,SC
2388,45063,Lexington County ,SC
2389,45065,McCormick County ,SC
2390,45067,Marion County ,SC
2391,45069,Marlboro County ,SC
2392,45071,Newberry County ,SC
2393,45073,Oconee County ,SC
2394,45075,Orangeburg County ,SC
2395,45077,Pickens County ,SC
2396,45079,Richland County ,SC
2397,45081,Saluda County ,SC
2398,45083,Spartanburg County ,SC
2399,45085,Sumter County ,SC
2400,45087,Union County ,SC
2401,45089,Williamsburg County ,SC
2402,45091,York County ,SC
2403,0,Statewide Unallocated,SD
2404,46003,Aurora County ,SD
2405,46005,Beadle County ,SD
2406,46007,Bennett County ,SD
2407,46009,Bon Homme County ,SD
2408,46011,Brookings County ,SD
2409,46013,Brown County ,SD
2410,46015,Brule County ,SD
2411,46017,Buffalo County ,SD
2412,46019,Butte County ,SD
2413,46021,Campbell County ,SD
2414,46023,Charles Mix County ,SD
2415,46025,Clark County ,SD
2416,46027,Clay County ,SD
2417,46029,Codington County ,SD
2418,46031,Corson County ,SD
2419,46033,Custer County ,SD
2420,46035,Davison County ,SD
2421,46037,Day County ,SD
2422,46039,Deuel County ,SD
2423,46041,Dewey County ,SD
2424,46043,Douglas County ,SD
2425,46045,Edmunds County ,SD
2426,46047,Fall River County ,SD
2427,46049,Faulk County ,SD
2428,46051,Grant County ,SD
2429,46053,Gregory County ,SD
2430,46055,Haakon County ,SD
2431,46057,Hamlin County ,SD
2432,46059,Hand County ,SD
2433,46061,Hanson County ,SD
2434,46063,Harding County ,SD
2435,46065,Hughes County ,SD
2436,46067,Hutchinson County ,SD
2437,46069,Hyde County ,SD
2438,46071,Jackson County ,SD
2439,46073,Jerauld County ,SD
2440,46075,Jones County ,SD
2441,46077,Kingsbury County ,SD
2442,46079,Lake County ,SD
2443,46081,Lawrence County ,SD
2444,46083,Lincoln County ,SD
2445,46085,Lyman County ,SD
2446,46087,McCook County ,SD
2447,46089,McPherson County ,SD
2448,46091,Marshall County ,SD
2449,46093,Meade County ,SD
2450,46095,Mellette County ,SD
2451,46097,Miner County ,SD
2452,46099,Minnehaha County ,SD
2453,46101,Moody County ,SD
2454,46102,Oglala Lakota County ,SD
2455,46103,Pennington County ,SD
2456,46105,Perkins County ,SD
2457,46107,Potter County ,SD
2458,46109,Roberts County ,SD
2459,46111,Sanborn County ,SD
2460,46115,Spink County ,SD
2461,46117,Stanley County ,SD
2462,46119,Sully County ,SD
2463,46121,Todd County ,SD
2464,46123,Tripp County ,SD
2465,46125,Turner County ,SD
2466,46127,Union County ,SD
2467,46129,Walworth County ,SD
2468,46135,Yankton County ,SD
2469,46137,Ziebach County ,SD
2470,0,Statewide Unallocated,TN
2471,47001,Anderson County ,TN
2472,47003,Bedford County ,TN
2473,47005,Benton County ,TN
2474,47007,Bledsoe County ,TN
2475,47009,Blount County ,TN
2476,47011,Bradley County ,TN
2477,47013,Campbell County ,TN
2478,47015,Cannon County ,TN
2479,47017,Carroll County ,TN
2480,47019,Carter County ,TN
2481,47021,Cheatham County ,TN
2482,47023,Chester County ,TN
2483,47025,Claiborne County ,TN
2484,47027,Clay County ,TN
2485,47029,Cocke County ,TN
2486,47031,Coffee County ,TN
2487,47033,Crockett County ,TN
2488,47035,Cumberland County ,TN
2489,47037,Davidson County ,TN
2490,47039,Decatur County ,TN
2491,47041,DeKalb County ,TN
2492,47043,Dickson County ,TN
2493,47045,Dyer County ,TN
2494,47047,Fayette County ,TN
2495,47049,Fentress County ,TN
2496,47051,Franklin County ,TN
2497,47053,Gibson County ,TN
2498,47055,Giles County ,TN
2499,47057,Grainger County ,TN
2500,47059,Greene County ,TN
2501,47061,Grundy County ,TN
2502,47063,Hamblen County ,TN
2503,47065,Hamilton County ,TN
2504,47067,Hancock County ,TN
2505,47069,Hardeman County ,TN
2506,47071,Hardin County ,TN
2507,47073,Hawkins County ,TN
2508,47075,Haywood County ,TN
2509,47077,Henderson County ,TN
2510,47079,Henry County ,TN
2511,47081,Hickman County ,TN
2512,47083,Houston County ,TN
2513,47085,Humphreys County ,TN
2514,47087,Jackson County ,TN
2515,47089,Jefferson County ,TN
2516,47091,Johnson County ,TN
2517,47093,Knox County ,TN
2518,47095,Lake County ,TN
2519,47097,Lauderdale County ,TN
2520,47099,Lawrence County ,TN
2521,47101,Lewis County ,TN
2522,47103,Lincoln County ,TN
2523,47105,Loudon County ,TN
2524,47107,McMinn County ,TN
2525,47109,McNairy County ,TN
2526,47111,Macon County ,TN
2527,47113,Madison County ,TN
2528,47115,Marion County ,TN
2529,47117,Marshall County ,TN
2530,47119,Maury County ,TN
2531,47121,Meigs County ,TN
2532,47123,Monroe County ,TN
2533,47125,Montgomery County ,TN
2534,47127,Moore County ,TN
2535,47129,Morgan County ,TN
2536,47131,Obion County ,TN
2537,47133,Overton County ,TN
2538,47135,Perry County ,TN
2539,47137,Pickett County ,TN
2540,47139,Polk County ,TN
2541,47141,Putnam County ,TN
2542,47143,Rhea County ,TN
2543,47145,Roane County ,TN
2544,47147,Robertson County ,TN
2545,47149,Rutherford County ,TN
2546,47151,Scott County ,TN
2547,47153,Sequatchie County ,TN
2548,47155,Sevier County ,TN
2549,47157,Shelby County ,TN
2550,47159,Smith County ,TN
2551,47161,Stewart County ,TN
2552,47163,Sullivan County ,TN
2553,47165,Sumner County ,TN
2554,47167,Tipton County ,TN
2555,47169,Trousdale County ,TN
2556,47171,Unicoi County ,TN
2557,47173,Union County ,TN
2558,47175,Van Buren County ,TN
2559,47177,Warren County ,TN
2560,47179,Washington County ,TN
2561,47181,Wayne County ,TN
2562,47183,Weakley County ,TN
2563,47185,White County ,TN
2564,47187,Williamson County ,TN
2565,47189,Wilson County ,TN
2566,0,Statewide Unallocated,TX
2567,48001,Anderson County ,TX
2568,48003,Andrews County ,TX
2569,48005,Angelina County ,TX
2570,48007,Aransas County ,TX
2571,48009,Archer County ,TX
2572,48011,Armstrong County ,TX
2573,48013,Atascosa County ,TX
2574,48015,Austin County ,TX
2575,48017,Bailey County ,TX
2576,48019,Bandera County ,TX
2577,48021,Bastrop County ,TX
2578,48023,Baylor County ,TX
2579,48025,Bee County ,TX
2580,48027,Bell County ,TX
2581,48029,Bexar County ,TX
2582,48031,Blanco County ,TX
2583,48033,Borden County ,TX
2584,48035,Bosque County ,TX
2585,48037,Bowie County ,TX
2586,48039,Brazoria County ,TX
2587,48041,Brazos County ,TX
2588,48043,Brewster County ,TX
2589,48045,Briscoe County ,TX
2590,48047,Brooks County ,TX
2591,48049,Brown County ,TX
2592,48051,Burleson County ,TX
2593,48053,Burnet County ,TX
2594,48055,Caldwell County ,TX
2595,48057,Calhoun County ,TX
2596,48059,Callahan County ,TX
2597,48061,Cameron County ,TX
2598,48063,Camp County ,TX
2599,48065,Carson County ,TX
2600,48067,Cass County ,TX
2601,48069,Castro County ,TX
2602,48071,Chambers County ,TX
2603,48073,Cherokee County ,TX
2604,48075,Childress County ,TX
2605,48077,Clay County ,TX
2606,48079,Cochran County ,TX
2607,48081,Coke County ,TX
2608,48083,Coleman County ,TX
2609,48085,Collin County ,TX
2610,48087,Collingsworth County ,TX
2611,48089,Colorado County ,TX
2612,48091,Comal County ,TX
2613,48093,Comanche County ,TX
2614,48095,Concho County ,TX
2615,48097,Cooke County ,TX
2616,48099,Coryell County ,TX
2617,48101,Cottle County ,TX
2618,48103,Crane County ,TX
2619,48105,Crockett County ,TX
2620,48107,Crosby County ,TX
2621,48109,Culberson County ,TX
2622,48111,Dallam County ,TX
2623,48113,Dallas County ,TX
2624,48115,Dawson County ,TX
2625,48117,Deaf Smith County ,TX
2626,48119,Delta County ,TX
2627,48121,Denton County ,TX
2628,48123,DeWitt County ,TX
2629,48125,Dickens County ,TX
2630,48127,Dimmit County ,TX
2631,48129,Donley County ,TX
2632,48131,Duval County ,TX
2633,48133,Eastland County ,TX
2634,48135,Ector County ,TX
2635,48137,Edwards County ,TX
2636,48139,Ellis County ,TX
2637,48141,El Paso County ,TX
2638,48143,Erath County ,TX
2639,48145,Falls County ,TX
2640,48147,Fannin County ,TX
2641,48149,Fayette County ,TX
2642,48151,Fisher County ,TX
2643,48153,Floyd County ,TX
